date,time,datetime,Tb,ID,Sample_nr
09/06/2023,23:54:20,09/06/2023 23:54,8.44,H040,
10/06/2023,00:09:27,10/06/2023 00:09,8.46,H040,
10/06/2023,00:24:34,10/06/2023 00:24,8.44,H040,
10/06/2023,00:39:41,10/06/2023 00:39,8.38,H040,
10/06/2023,00:54:48,10/06/2023 00:54,8.34,H040,
10/06/2023,01:09:47,10/06/2023 01:09,8.3,H040,
10/06/2023,01:24:54,10/06/2023 01:24,8.28,H040,
10/06/2023,01:40:01,10/06/2023 01:40,8.21,H040,
10/06/2023,01:55:08,10/06/2023 01:55,8.16,H040,
10/06/2023,02:10:14,10/06/2023 02:10,8.12,H040,
10/06/2023,02:25:21,10/06/2023 02:25,8.05,H040,
10/06/2023,02:40:28,10/06/2023 02:40,8,H040,
10/06/2023,02:55:35,10/06/2023 02:55,7.97,H040,
10/06/2023,03:10:42,10/06/2023 03:10,7.9,H040,
10/06/2023,03:25:49,10/06/2023 03:25,7.86,H040,
10/06/2023,03:40:56,10/06/2023 03:40,7.83,H040,
10/06/2023,03:56:02,10/06/2023 03:56,7.78,H040,
10/06/2023,04:11:09,10/06/2023 04:11,7.78,H040,
10/06/2023,04:26:16,10/06/2023 04:26,7.77,H040,
10/06/2023,04:41:23,10/06/2023 04:41,7.74,H040,
10/06/2023,04:56:30,10/06/2023 04:56,7.73,H040,
10/06/2023,05:11:36,10/06/2023 05:11,7.69,H040,
10/06/2023,05:26:43,10/06/2023 05:26,7.65,H040,
10/06/2023,05:41:50,10/06/2023 05:41,7.63,H040,
10/06/2023,05:56:57,10/06/2023 05:56,7.61,H040,
10/06/2023,06:12:03,10/06/2023 06:12,7.58,H040,
10/06/2023,06:27:10,10/06/2023 06:27,7.58,H040,
10/06/2023,06:42:16,10/06/2023 06:42,7.55,H040,
10/06/2023,06:57:21,10/06/2023 06:57,7.56,H040,
10/06/2023,07:12:27,10/06/2023 07:12,7.56,H040,
10/06/2023,07:27:34,10/06/2023 07:27,7.56,H040,
10/06/2023,07:42:41,10/06/2023 07:42,7.57,H040,
10/06/2023,07:57:49,10/06/2023 07:57,7.57,H040,
10/06/2023,08:12:56,10/06/2023 08:12,7.55,H040,
10/06/2023,08:28:03,10/06/2023 08:28,7.54,H040,
10/06/2023,08:43:10,10/06/2023 08:43,7.52,H040,
10/06/2023,08:58:17,10/06/2023 08:58,7.52,H040,
10/06/2023,09:13:25,10/06/2023 09:13,7.5,H040,
10/06/2023,09:28:32,10/06/2023 09:28,7.49,H040,
10/06/2023,09:43:39,10/06/2023 09:43,7.52,H040,
10/06/2023,09:58:46,10/06/2023 09:58,7.52,H040,
10/06/2023,10:13:53,10/06/2023 10:13,7.53,H040,
10/06/2023,10:29:01,10/06/2023 10:29,7.59,H040,
10/06/2023,10:44:08,10/06/2023 10:44,7.6,H040,
10/06/2023,10:59:15,10/06/2023 10:59,7.6,H040,
10/06/2023,11:14:22,10/06/2023 11:14,7.63,H040,
10/06/2023,11:29:28,10/06/2023 11:29,7.63,H040,
10/06/2023,11:44:35,10/06/2023 11:44,7.63,H040,
10/06/2023,11:59:42,10/06/2023 11:59,7.63,H040,
10/06/2023,12:14:48,10/06/2023 12:14,7.63,H040,
10/06/2023,12:29:55,10/06/2023 12:29,7.68,H040,
10/06/2023,12:45:03,10/06/2023 12:45,7.69,H040,
10/06/2023,13:00:11,10/06/2023 13:00,7.72,H040,
10/06/2023,13:15:19,10/06/2023 13:15,7.78,H040,
10/06/2023,13:30:23,10/06/2023 13:30,7.78,H040,
10/06/2023,13:45:27,10/06/2023 13:45,7.82,H040,
10/06/2023,14:00:32,10/06/2023 14:00,7.84,H040,
10/06/2023,14:15:37,10/06/2023 14:15,7.83,H040,
10/06/2023,14:30:42,10/06/2023 14:30,7.84,H040,
10/06/2023,14:45:50,10/06/2023 14:45,7.84,H040,
10/06/2023,15:00:58,10/06/2023 15:00,7.87,H040,
10/06/2023,15:16:05,10/06/2023 15:16,7.87,H040,
10/06/2023,15:31:13,10/06/2023 15:31,7.9,H040,
10/06/2023,15:46:17,10/06/2023 15:46,7.92,H040,
10/06/2023,16:01:20,10/06/2023 16:01,7.97,H040,
10/06/2023,16:16:24,10/06/2023 16:16,8.01,H040,
10/06/2023,16:31:29,10/06/2023 16:31,8.07,H040,
10/06/2023,16:46:33,10/06/2023 16:46,8.12,H040,
10/06/2023,17:01:40,10/06/2023 17:01,8.16,H040,
10/06/2023,17:16:48,10/06/2023 17:16,8.17,H040,
10/06/2023,17:31:55,10/06/2023 17:31,8.19,H040,
10/06/2023,17:47:02,10/06/2023 17:47,8.2,H040,
10/06/2023,18:02:10,10/06/2023 18:02,8.2,H040,
10/06/2023,18:17:17,10/06/2023 18:17,8.23,H040,
10/06/2023,18:32:24,10/06/2023 18:32,8.2,H040,
10/06/2023,18:47:31,10/06/2023 18:47,8.21,H040,
10/06/2023,19:02:38,10/06/2023 19:02,8.22,H040,
10/06/2023,19:17:45,10/06/2023 19:17,8.22,H040,
10/06/2023,19:32:52,10/06/2023 19:32,8.21,H040,
10/06/2023,19:47:59,10/06/2023 19:47,8.2,H040,
10/06/2023,20:03:06,10/06/2023 20:03,8.18,H040,
10/06/2023,20:18:13,10/06/2023 20:18,8.13,H040,
10/06/2023,20:33:20,10/06/2023 20:33,8.12,H040,
10/06/2023,20:48:27,10/06/2023 20:48,8.08,H040,
10/06/2023,21:03:34,10/06/2023 21:03,8.05,H040,
10/06/2023,21:18:41,10/06/2023 21:18,8.02,H040,
10/06/2023,21:33:48,10/06/2023 21:33,8.02,H040,
10/06/2023,21:48:56,10/06/2023 21:48,7.99,H040,
10/06/2023,22:04:03,10/06/2023 22:04,7.99,H040,
10/06/2023,22:19:11,10/06/2023 22:19,7.99,H040,
10/06/2023,22:34:18,10/06/2023 22:34,7.98,H040,
10/06/2023,22:49:25,10/06/2023 22:49,7.99,H040,
10/06/2023,23:04:33,10/06/2023 23:04,7.96,H040,
10/06/2023,23:19:40,10/06/2023 23:19,7.92,H040,
10/06/2023,23:34:47,10/06/2023 23:34,7.9,H040,
10/06/2023,23:49:55,10/06/2023 23:49,7.87,H040,
11/06/2023,00:05:02,11/06/2023 00:05,7.88,H040,
11/06/2023,00:20:10,11/06/2023 00:20,7.85,H040,
11/06/2023,00:35:17,11/06/2023 00:35,7.84,H040,
11/06/2023,00:50:25,11/06/2023 00:50,7.84,H040,
11/06/2023,01:05:32,11/06/2023 01:05,7.83,H040,
11/06/2023,01:20:40,11/06/2023 01:20,7.86,H040,
11/06/2023,01:35:48,11/06/2023 01:35,7.85,H040,
11/06/2023,01:50:55,11/06/2023 01:50,7.83,H040,
11/06/2023,02:06:03,11/06/2023 02:06,7.83,H040,
11/06/2023,02:21:11,11/06/2023 02:21,7.78,H040,
11/06/2023,02:36:19,11/06/2023 02:36,7.77,H040,
11/06/2023,02:51:27,11/06/2023 02:51,7.75,H040,
11/06/2023,03:06:34,11/06/2023 03:06,7.74,H040,
11/06/2023,03:21:42,11/06/2023 03:21,7.73,H040,
11/06/2023,03:36:50,11/06/2023 03:36,7.74,H040,
11/06/2023,03:51:58,11/06/2023 03:51,7.71,H040,
11/06/2023,04:07:06,11/06/2023 04:07,7.73,H040,
11/06/2023,04:22:14,11/06/2023 04:22,7.73,H040,
11/06/2023,04:37:22,11/06/2023 04:37,7.76,H040,
11/06/2023,04:52:30,11/06/2023 04:52,7.75,H040,
11/06/2023,05:07:38,11/06/2023 05:07,7.73,H040,
11/06/2023,05:22:45,11/06/2023 05:22,7.73,H040,
11/06/2023,05:37:53,11/06/2023 05:37,7.71,H040,
11/06/2023,05:53:01,11/06/2023 05:53,7.69,H040,
11/06/2023,06:08:09,11/06/2023 06:08,7.67,H040,
11/06/2023,06:23:17,11/06/2023 06:23,7.69,H040,
11/06/2023,06:38:25,11/06/2023 06:38,7.69,H040,
11/06/2023,06:53:32,11/06/2023 06:53,7.68,H040,
11/06/2023,07:08:40,11/06/2023 07:08,7.71,H040,
11/06/2023,07:23:48,11/06/2023 07:23,7.72,H040,
11/06/2023,07:38:56,11/06/2023 07:38,7.75,H040,
11/06/2023,07:54:03,11/06/2023 07:54,7.75,H040,
11/06/2023,08:09:11,11/06/2023 08:09,7.75,H040,
11/06/2023,08:24:19,11/06/2023 08:24,7.78,H040,
11/06/2023,08:39:26,11/06/2023 08:39,7.77,H040,
11/06/2023,08:54:34,11/06/2023 08:54,7.79,H040,
11/06/2023,09:09:41,11/06/2023 09:09,7.83,H040,
11/06/2023,09:24:49,11/06/2023 09:24,7.88,H040,
11/06/2023,09:39:56,11/06/2023 09:39,7.99,H040,
11/06/2023,09:55:03,11/06/2023 09:55,8.29,H040,
11/06/2023,10:10:10,11/06/2023 10:10,8.94,H040,
11/06/2023,10:25:15,11/06/2023 10:25,10.25,H040,
11/06/2023,10:40:22,11/06/2023 10:40,12.9,H040,
11/06/2023,10:55:26,11/06/2023 10:55,16.42,H040,
11/06/2023,11:10:28,11/06/2023 11:10,25.47,H040,
11/06/2023,11:25:27,11/06/2023 11:25,30.63,H040,
11/06/2023,11:40:33,11/06/2023 11:40,32.43,H040,
11/06/2023,11:55:41,11/06/2023 11:55,32.38,H040,
11/06/2023,12:10:48,11/06/2023 12:10,33.43,H040,
11/06/2023,12:25:56,11/06/2023 12:25,33.85,H040,
11/06/2023,12:41:04,11/06/2023 12:41,33.86,H040,
11/06/2023,12:56:12,11/06/2023 12:56,36.44,H040,
11/06/2023,13:11:19,11/06/2023 13:11,34.47,H040,
11/06/2023,13:26:27,11/06/2023 13:26,36.53,H040,
11/06/2023,13:41:27,11/06/2023 13:41,35.96,H040,
11/06/2023,13:56:27,11/06/2023 13:56,35.74,H040,
11/06/2023,14:11:27,11/06/2023 14:11,35.85,H040,
11/06/2023,14:26:27,11/06/2023 14:26,35.72,H040,
11/06/2023,14:41:27,11/06/2023 14:41,35.51,H040,
11/06/2023,14:56:27,11/06/2023 14:56,35.64,H040,
11/06/2023,15:11:35,11/06/2023 15:11,35.98,H040,
11/06/2023,15:26:35,11/06/2023 15:26,35.89,H040,
11/06/2023,15:41:35,11/06/2023 15:41,35.58,H040,
11/06/2023,15:56:34,11/06/2023 15:56,36.32,H040,
11/06/2023,16:11:34,11/06/2023 16:11,36.44,H040,
11/06/2023,16:26:34,11/06/2023 16:26,36.21,H040,
11/06/2023,16:41:34,11/06/2023 16:41,36.34,H040,
11/06/2023,16:56:33,11/06/2023 16:56,36.69,H040,
11/06/2023,17:11:33,11/06/2023 17:11,36.34,H040,
11/06/2023,17:26:32,11/06/2023 17:26,36.51,H040,
11/06/2023,17:41:32,11/06/2023 17:41,36.88,H040,
11/06/2023,17:56:31,11/06/2023 17:56,36.39,H040,
11/06/2023,18:11:31,11/06/2023 18:11,36.37,H040,
11/06/2023,18:26:38,11/06/2023 18:26,36.83,H040,
11/06/2023,18:41:37,11/06/2023 18:41,36.6,H040,
11/06/2023,18:56:37,11/06/2023 18:56,36.49,H040,
11/06/2023,19:11:37,11/06/2023 19:11,36.14,H040,
11/06/2023,19:26:37,11/06/2023 19:26,36.49,H040,
11/06/2023,19:41:37,11/06/2023 19:41,35.57,H040,
11/06/2023,19:56:37,11/06/2023 19:56,36.34,H040,
11/06/2023,20:11:36,11/06/2023 20:11,36.22,H040,
11/06/2023,20:26:36,11/06/2023 20:26,37.11,H040,
11/06/2023,20:41:35,11/06/2023 20:41,37.03,H040,
11/06/2023,20:56:35,11/06/2023 20:56,36.47,H040,
11/06/2023,21:11:35,11/06/2023 21:11,36.42,H040,
11/06/2023,21:26:35,11/06/2023 21:26,36.19,H040,
11/06/2023,21:41:35,11/06/2023 21:41,36.14,H040,
11/06/2023,21:56:35,11/06/2023 21:56,35.99,H040,
11/06/2023,22:11:35,11/06/2023 22:11,36.83,H040,
11/06/2023,22:26:34,11/06/2023 22:26,36.54,H040,
11/06/2023,22:41:34,11/06/2023 22:41,36.4,H040,
11/06/2023,22:56:34,11/06/2023 22:56,36.22,H040,
11/06/2023,23:11:35,11/06/2023 23:11,36.08,H040,
11/06/2023,23:26:35,11/06/2023 23:26,36.03,H040,
11/06/2023,23:41:35,11/06/2023 23:41,35.25,H040,
11/06/2023,23:56:34,11/06/2023 23:56,36.67,H040,
12/06/2023,00:11:34,12/06/2023 00:11,36.39,H040,
12/06/2023,00:26:34,12/06/2023 00:26,36.13,H040,
12/06/2023,00:41:34,12/06/2023 00:41,35.64,H040,
12/06/2023,00:56:35,12/06/2023 00:56,35.49,H040,
12/06/2023,01:11:36,12/06/2023 01:11,35.39,H040,
12/06/2023,01:26:35,12/06/2023 01:26,36.51,H040,
12/06/2023,01:41:34,12/06/2023 01:41,36.4,H040,
12/06/2023,01:56:33,12/06/2023 01:56,36.81,H040,
12/06/2023,02:11:33,12/06/2023 02:11,36.37,H040,
12/06/2023,02:26:33,12/06/2023 02:26,36.33,H040,
12/06/2023,02:41:33,12/06/2023 02:41,36.21,H040,
12/06/2023,02:56:33,12/06/2023 02:56,35.98,H040,
12/06/2023,03:11:33,12/06/2023 03:11,36.17,H040,
12/06/2023,03:26:33,12/06/2023 03:26,35.99,H040,
12/06/2023,03:41:32,12/06/2023 03:41,37.19,H040,
12/06/2023,03:56:31,12/06/2023 03:56,36.73,H040,
12/06/2023,04:11:30,12/06/2023 04:11,36.82,H040,
12/06/2023,04:26:29,12/06/2023 04:26,36.82,H040,
12/06/2023,04:41:29,12/06/2023 04:41,36.71,H040,
12/06/2023,04:56:28,12/06/2023 04:56,36.9,H040,
12/06/2023,05:11:28,12/06/2023 05:11,36.9,H040,
12/06/2023,05:26:28,12/06/2023 05:26,36.89,H040,
12/06/2023,05:41:27,12/06/2023 05:41,37.03,H040,
12/06/2023,05:56:27,12/06/2023 05:56,36.52,H040,
12/06/2023,06:11:27,12/06/2023 06:11,36.24,H040,
12/06/2023,06:26:27,12/06/2023 06:26,35.72,H040,
12/06/2023,06:41:27,12/06/2023 06:41,35.74,H040,
12/06/2023,06:56:27,12/06/2023 06:56,36.02,H040,
12/06/2023,07:11:27,12/06/2023 07:11,35.72,H040,
12/06/2023,07:26:27,12/06/2023 07:26,35.57,H040,
12/06/2023,07:41:28,12/06/2023 07:41,35.38,H040,
12/06/2023,07:56:29,12/06/2023 07:56,36.85,H040,
12/06/2023,08:11:28,12/06/2023 08:11,37.23,H040,
12/06/2023,08:26:27,12/06/2023 08:26,36.78,H040,
12/06/2023,08:41:26,12/06/2023 08:41,36.42,H040,
12/06/2023,08:56:26,12/06/2023 08:56,36.48,H040,
12/06/2023,09:11:26,12/06/2023 09:11,36.27,H040,
12/06/2023,09:26:26,12/06/2023 09:26,36.24,H040,
12/06/2023,09:41:25,12/06/2023 09:41,36.99,H040,
12/06/2023,09:56:24,12/06/2023 09:56,36.34,H040,
12/06/2023,10:11:24,12/06/2023 10:11,35.86,H040,
12/06/2023,10:26:25,12/06/2023 10:26,35.74,H040,
12/06/2023,10:41:24,12/06/2023 10:41,34.8,H040,
12/06/2023,10:56:23,12/06/2023 10:56,36.68,H040,
12/06/2023,11:11:23,12/06/2023 11:11,36.14,H040,
12/06/2023,11:26:23,12/06/2023 11:26,35.65,H040,
12/06/2023,11:41:23,12/06/2023 11:41,35.97,H040,
12/06/2023,11:56:23,12/06/2023 11:56,35.69,H040,
12/06/2023,12:11:23,12/06/2023 12:11,34.76,H040,
12/06/2023,12:26:22,12/06/2023 12:26,36.01,H040,
12/06/2023,12:41:21,12/06/2023 12:41,36.27,H040,
12/06/2023,12:56:21,12/06/2023 12:56,35.85,H040,
12/06/2023,13:11:22,12/06/2023 13:11,35.09,H040,
12/06/2023,13:26:23,12/06/2023 13:26,35.16,H040,
12/06/2023,13:41:23,12/06/2023 13:41,35.51,H040,
12/06/2023,13:56:23,12/06/2023 13:56,34.74,H040,
12/06/2023,14:11:23,12/06/2023 14:11,34.29,H040,
12/06/2023,14:26:23,12/06/2023 14:26,36.3,H040,
12/06/2023,14:41:23,12/06/2023 14:41,36.09,H040,
12/06/2023,14:56:24,12/06/2023 14:56,35.66,H040,
12/06/2023,15:11:24,12/06/2023 15:11,35.7,H040,
12/06/2023,15:26:25,12/06/2023 15:26,35.29,H040,
12/06/2023,15:41:25,12/06/2023 15:41,35.48,H040,
12/06/2023,15:56:24,12/06/2023 15:56,36,H040,
12/06/2023,16:11:25,12/06/2023 16:11,36.57,H040,
12/06/2023,16:26:24,12/06/2023 16:26,36.19,H040,
12/06/2023,16:41:24,12/06/2023 16:41,36.12,H040,
12/06/2023,16:56:25,12/06/2023 16:56,35.66,H040,
12/06/2023,17:11:26,12/06/2023 17:11,35.31,H040,
12/06/2023,17:26:25,12/06/2023 17:26,36.17,H040,
12/06/2023,17:41:25,12/06/2023 17:41,36.34,H040,
12/06/2023,17:56:25,12/06/2023 17:56,36.12,H040,
12/06/2023,18:11:25,12/06/2023 18:11,35.9,H040,
12/06/2023,18:26:26,12/06/2023 18:26,35.82,H040,
12/06/2023,18:41:26,12/06/2023 18:41,35.65,H040,
12/06/2023,18:56:26,12/06/2023 18:56,35.92,H040,
12/06/2023,19:11:26,12/06/2023 19:11,35.82,H040,
12/06/2023,19:26:27,12/06/2023 19:26,36.06,H040,
12/06/2023,19:41:27,12/06/2023 19:41,36.16,H040,
12/06/2023,19:56:27,12/06/2023 19:56,35.79,H040,
12/06/2023,20:11:28,12/06/2023 20:11,36.36,H040,
12/06/2023,20:26:28,12/06/2023 20:26,36.04,H040,
12/06/2023,20:41:28,12/06/2023 20:41,35.63,H040,
12/06/2023,20:56:28,12/06/2023 20:56,35.42,H040,
12/06/2023,21:11:28,12/06/2023 21:11,35.56,H040,
12/06/2023,21:26:27,12/06/2023 21:26,35.59,H040,
12/06/2023,21:41:27,12/06/2023 21:41,35.1,H040,
12/06/2023,21:56:25,12/06/2023 21:56,36.76,H040,
12/06/2023,22:11:25,12/06/2023 22:11,36.03,H040,
12/06/2023,22:26:26,12/06/2023 22:26,35.38,H040,
12/06/2023,22:41:26,12/06/2023 22:41,35.66,H040,
12/06/2023,22:56:26,12/06/2023 22:56,36.02,H040,
12/06/2023,23:11:24,12/06/2023 23:11,36.67,H040,
12/06/2023,23:26:24,12/06/2023 23:26,36.52,H040,
12/06/2023,23:41:24,12/06/2023 23:41,36.26,H040,
12/06/2023,23:56:24,12/06/2023 23:56,36.3,H040,
13/06/2023,00:11:24,13/06/2023 00:11,35.74,H040,
13/06/2023,00:26:25,13/06/2023 00:26,35.58,H040,
13/06/2023,00:41:24,13/06/2023 00:41,35.59,H040,
13/06/2023,00:56:23,13/06/2023 00:56,36.39,H040,
13/06/2023,01:11:22,13/06/2023 01:11,37.01,H040,
13/06/2023,01:26:22,13/06/2023 01:26,37.12,H040,
13/06/2023,01:41:21,13/06/2023 01:41,36.88,H040,
13/06/2023,01:56:20,13/06/2023 01:56,35.53,H040,
13/06/2023,02:11:21,13/06/2023 02:11,34.96,H040,
13/06/2023,02:26:21,13/06/2023 02:26,35.34,H040,
13/06/2023,02:41:21,13/06/2023 02:41,35.8,H040,
13/06/2023,02:56:21,13/06/2023 02:56,36.77,H040,
13/06/2023,03:11:22,13/06/2023 03:11,36.99,H040,
13/06/2023,03:26:22,13/06/2023 03:26,36.18,H040,
13/06/2023,03:41:22,13/06/2023 03:41,35.79,H040,
13/06/2023,03:56:23,13/06/2023 03:56,35.69,H040,
13/06/2023,04:11:22,13/06/2023 04:11,36.33,H040,
13/06/2023,04:26:21,13/06/2023 04:26,36.48,H040,
13/06/2023,04:41:21,13/06/2023 04:41,35.47,H040,
13/06/2023,04:56:22,13/06/2023 04:56,35.13,H040,
13/06/2023,05:11:22,13/06/2023 05:11,34.89,H040,
13/06/2023,05:26:22,13/06/2023 05:26,34.9,H040,
13/06/2023,05:41:22,13/06/2023 05:41,35.39,H040,
13/06/2023,05:56:22,13/06/2023 05:56,36.06,H040,
13/06/2023,06:11:22,13/06/2023 06:11,36.61,H040,
13/06/2023,06:26:21,13/06/2023 06:26,36.55,H040,
13/06/2023,06:41:22,13/06/2023 06:41,36.42,H040,
13/06/2023,06:56:22,13/06/2023 06:56,36.06,H040,
13/06/2023,07:11:23,13/06/2023 07:11,35.75,H040,
13/06/2023,07:26:22,13/06/2023 07:26,36.4,H040,
