"sample_nr","tb_mean","variable","value"
97,35,"N-(9-Oxodecyl)Acetamide",-0.581260196427863
98,35.7,"N-(9-Oxodecyl)Acetamide",0.419650180856506
99,34.7,"N-(9-Oxodecyl)Acetamide",0.761552157433159
100,34.2,"N-(9-Oxodecyl)Acetamide",-0.204770881947695
1,35.2,"Aminolevulinic Acid",-1.49240306024888
2,34.7,"Aminolevulinic Acid",-1.25985218443359
3,35,"Aminolevulinic Acid",0.422607629768056
4,30.9,"Aminolevulinic Acid",0.15963631478331
5,24.3,"Aminolevulinic Acid",-1.5940780822318
6,18.1,"Aminolevulinic Acid",-1.78647825894983
7,13,"Aminolevulinic Acid",-0.0775582900062417
8,10.7,"Aminolevulinic Acid",0.490570305863321
9,10,"Aminolevulinic Acid",-1.76031203430471
10,9.3,"Aminolevulinic Acid",-1.74787920947316
11,8.9,"Aminolevulinic Acid",-1.31158101188882
12,8.8,"Aminolevulinic Acid",-1.28117457834063
13,8.7,"Aminolevulinic Acid",-0.108582849426368
14,8.7,"Aminolevulinic Acid",-0.0508905872085722
15,8.6,"Aminolevulinic Acid",-1.6232154137493
16,8.6,"Aminolevulinic Acid",-0.0880128071007249
17,8.8,"Aminolevulinic Acid",-0.850275371354232
18,9,"Aminolevulinic Acid",-1.39213736915211
19,9.2,"Aminolevulinic Acid",-1.42033323358083
20,9.4,"Aminolevulinic Acid",0.467567246035647
21,9.7,"Aminolevulinic Acid",-0.483090009865367
22,10,"Aminolevulinic Acid",-0.375540099498156
23,10,"Aminolevulinic Acid",0.0270288495898101
24,9.9,"Aminolevulinic Acid",-1.70562410034622
25,9.9,"Aminolevulinic Acid",-0.166668377889203
26,10.1,"Aminolevulinic Acid",-0.292523755146466
27,10.5,"Aminolevulinic Acid",-1.52667193041204
28,11.6,"Aminolevulinic Acid",-1.57840777188883
29,30.9,"Aminolevulinic Acid",-1.40060256774899
30,34.4,"Aminolevulinic Acid",0.479031603502533
31,34.9,"Aminolevulinic Acid",1.61630888704615
32,34.5,"Aminolevulinic Acid",0.0543694607028143
33,34.2,"Aminolevulinic Acid",0.242648194540198
34,34.5,"Aminolevulinic Acid",0.278128329663709
35,33.9,"Aminolevulinic Acid",0.507749599512566
36,34.1,"Aminolevulinic Acid",0.318014408786168
37,34.1,"Aminolevulinic Acid",1.52518461716832
38,34.4,"Aminolevulinic Acid",-1.3016669435853
39,33.9,"Aminolevulinic Acid",1.44518357837728
40,33.7,"Aminolevulinic Acid",1.46269812726754
41,33.5,"Aminolevulinic Acid",1.00944057809784
42,33.5,"Aminolevulinic Acid",1.19160814017515
43,34.1,"Aminolevulinic Acid",0.947290737793449
44,33.9,"Aminolevulinic Acid",1.1653279807428
45,32.3,"Aminolevulinic Acid",-1.34241713223072
46,28.6,"Aminolevulinic Acid",-1.86577059048149
47,22.5,"Aminolevulinic Acid",-1.35768738083493
48,15.6,"Aminolevulinic Acid",0.585959896045883
49,12.8,"Aminolevulinic Acid",0.8164769963532
50,12.3,"Aminolevulinic Acid",0.481492303070158
51,11.5,"Aminolevulinic Acid",0.385367722487424
52,11.2,"Aminolevulinic Acid",0.635133224928837
53,10.8,"Aminolevulinic Acid",0.407094031910983
54,10.4,"Aminolevulinic Acid",0.171408308352829
55,10.2,"Aminolevulinic Acid",-0.188977652359684
56,10,"Aminolevulinic Acid",0.908347641104957
57,9.7,"Aminolevulinic Acid",-0.461905272942228
58,9.3,"Aminolevulinic Acid",0.0460963294337043
59,9.1,"Aminolevulinic Acid",0.214668816991887
60,8.9,"Aminolevulinic Acid",0.0188410394121332
61,8.6,"Aminolevulinic Acid",0.254094452159289
62,8.5,"Aminolevulinic Acid",0.134935906775521
63,8.3,"Aminolevulinic Acid",0.032393863312102
64,8.1,"Aminolevulinic Acid",-1.73219121028139
65,7.9,"Aminolevulinic Acid",0.187576543603186
66,7.7,"Aminolevulinic Acid",0.332566464124294
67,7.6,"Aminolevulinic Acid",-0.176689340869492
68,7.5,"Aminolevulinic Acid",0.341483350210925
69,7.5,"Aminolevulinic Acid",0.180875725466417
70,7.5,"Aminolevulinic Acid",0.0164162776888669
71,7.5,"Aminolevulinic Acid",0.212665171683025
72,7.7,"Aminolevulinic Acid",0.570672776598162
73,7.9,"Aminolevulinic Acid",0.0714082119737572
74,8,"Aminolevulinic Acid",0.198614233163934
75,8,"Aminolevulinic Acid",-0.253963519112013
76,7.8,"Aminolevulinic Acid",-0.269125755825579
77,7.7,"Aminolevulinic Acid",0.249376896557021
78,7.6,"Aminolevulinic Acid",-1.31084651415546
79,7.6,"Aminolevulinic Acid",0.363723133471459
80,7.6,"Aminolevulinic Acid",0.120938441581458
81,7.6,"Aminolevulinic Acid",-0.441580246204401
82,15,"Aminolevulinic Acid",0.784998155880159
83,34.3,"Aminolevulinic Acid",1.31512253413365
84,34.4,"Aminolevulinic Acid",1.19928678076311
85,34.4,"Aminolevulinic Acid",1.63789441774126
86,34.4,"Aminolevulinic Acid",1.7842247934443
87,34.7,"Aminolevulinic Acid",1.6560856803696
88,34.3,"Aminolevulinic Acid",-1.31818617063129
89,34.5,"Aminolevulinic Acid",2.10774859616743
90,34.3,"Aminolevulinic Acid",1.93996304353242
91,34.7,"Aminolevulinic Acid",1.41324418747371
92,34.7,"Aminolevulinic Acid",1.38757999457738
93,33.8,"Aminolevulinic Acid",0.844111621107508
94,33.4,"Aminolevulinic Acid",0.902369494869586
95,33.5,"Aminolevulinic Acid",0.829800194742205
96,33.3,"Aminolevulinic Acid",0.776685183511645
97,35,"Aminolevulinic Acid",0.648932054557986
98,35.7,"Aminolevulinic Acid",0.760692327570707
99,34.7,"Aminolevulinic Acid",1.06730957714793
100,34.2,"Aminolevulinic Acid",0.553229092623322
1,35.2,"Mephenesin",0.326923243150019
2,34.7,"Mephenesin",0.73728948472909
3,35,"Mephenesin",0.588636577823425
4,30.9,"Mephenesin",0.54973369416281
5,24.3,"Mephenesin",0.762838669848705
6,18.1,"Mephenesin",0.302100578131398
7,13,"Mephenesin",0.030573921107401
8,10.7,"Mephenesin",-1.3174372781715
9,10,"Mephenesin",0.141513839924427
10,9.3,"Mephenesin",0.0204151213431795
11,8.9,"Mephenesin",0.00790203173872143
12,8.8,"Mephenesin",0.17708931792288
13,8.7,"Mephenesin",0.24735541386789
14,8.7,"Mephenesin",0.446510545566574
15,8.6,"Mephenesin",0.659226546941845
16,8.6,"Mephenesin",0.583347426623564
17,8.8,"Mephenesin",0.159684099100741
18,9,"Mephenesin",-0.249977307726277
19,9.2,"Mephenesin",0.143073852820657
20,9.4,"Mephenesin",-0.0837306811047337
21,9.7,"Mephenesin",-0.17037622750817
22,10,"Mephenesin",0.134753797904019
23,10,"Mephenesin",0.30275676932991
24,9.9,"Mephenesin",0.0543484466864775
25,9.9,"Mephenesin",0.421134760211351
26,10.1,"Mephenesin",0.529039479189527
27,10.5,"Mephenesin",0.279285279421911
28,11.6,"Mephenesin",0.285241149567328
29,30.9,"Mephenesin",0.904240660270994
30,34.4,"Mephenesin",0.101080937173532
31,34.9,"Mephenesin",0.553261251328856
32,34.5,"Mephenesin",0.573558792481845
33,34.2,"Mephenesin",0.59254233094749
34,34.5,"Mephenesin",0.559133366447025
35,33.9,"Mephenesin",0.49848322395434
36,34.1,"Mephenesin",0.317466331259606
37,34.1,"Mephenesin",0.470449626308635
38,34.4,"Mephenesin",0.621457520919014
39,33.9,"Mephenesin",1.06072017807354
40,33.7,"Mephenesin",0.490567429364466
41,33.5,"Mephenesin",0.258674971652489
42,33.5,"Mephenesin",0.0545098103112977
43,34.1,"Mephenesin",0.711989079981207
44,33.9,"Mephenesin",0.674782352312664
45,32.3,"Mephenesin",0.183817890118367
46,28.6,"Mephenesin",0.287462488329664
47,22.5,"Mephenesin",0.823173355731815
48,15.6,"Mephenesin",0.695301422438275
49,12.8,"Mephenesin",0.680404895698898
50,12.3,"Mephenesin",1.04151341548331
51,11.5,"Mephenesin",0.759639035067352
52,11.2,"Mephenesin",0.481427971500019
53,10.8,"Mephenesin",0.277771672747187
54,10.4,"Mephenesin",0.234105841273609
55,10.2,"Mephenesin",0.484018161292037
56,10,"Mephenesin",0.37031294819869
57,9.7,"Mephenesin",-0.118718781895734
58,9.3,"Mephenesin",-0.132834084557486
59,9.1,"Mephenesin",0.122261792010889
60,8.9,"Mephenesin",0.304575017423862
61,8.6,"Mephenesin",0.254862214125263
62,8.5,"Mephenesin",0.092232718868566
63,8.3,"Mephenesin",-0.0589237652469414
64,8.1,"Mephenesin",-1.32640029239231
65,7.9,"Mephenesin",0.0959693262259146
66,7.7,"Mephenesin",0.187569778658991
67,7.6,"Mephenesin",0.57265569987424
68,7.5,"Mephenesin",0.138000199688223
69,7.5,"Mephenesin",-0.0326814034418208
70,7.5,"Mephenesin",-0.0858015107807359
71,7.5,"Mephenesin",0.469789912810149
72,7.7,"Mephenesin",-0.0560319994401231
73,7.9,"Mephenesin",-0.022490224902421
74,8,"Mephenesin",0.203709950824624
75,8,"Mephenesin",0.376652292745727
76,7.8,"Mephenesin",-1.06694716869159
77,7.7,"Mephenesin",0.268964936448927
78,7.6,"Mephenesin",0.244004171535951
79,7.6,"Mephenesin",0.50581776173246
80,7.6,"Mephenesin",0.159065988923034
81,7.6,"Mephenesin",-0.247176786455054
82,15,"Mephenesin",0.394657118421964
83,34.3,"Mephenesin",0.220210512981702
84,34.4,"Mephenesin",0.766413120475745
85,34.4,"Mephenesin",0.253488663420089
86,34.4,"Mephenesin",0.771873604325504
87,34.7,"Mephenesin",0.45141630024011
88,34.3,"Mephenesin",-0.799998038915135
89,34.5,"Mephenesin",0.093827893242074
90,34.3,"Mephenesin",0.720428119816482
91,34.7,"Mephenesin",0.671904482353482
92,34.7,"Mephenesin",1.21018472701526
93,33.8,"Mephenesin",-0.187586446857649
94,33.4,"Mephenesin",0.377408009330945
95,33.5,"Mephenesin",0.449708163618537
96,33.3,"Mephenesin",0.85904983362445
97,35,"Mephenesin",0.350413905182347
98,35.7,"Mephenesin",0.294514934127637
99,34.7,"Mephenesin",0.332221989926616
100,34.2,"Mephenesin",-1.00559493925349
1,35.2,"Leu-Pro",-0.579581622122074
2,34.7,"Leu-Pro",0.269796134315963
3,35,"Leu-Pro",-0.309834117807761
4,30.9,"Leu-Pro",0.0463276690448795
5,24.3,"Leu-Pro",-0.317413973221136
6,18.1,"Leu-Pro",-0.478036964598709
7,13,"Leu-Pro",-0.687340482604786
8,10.7,"Leu-Pro",-1.07841027304793
9,10,"Leu-Pro",-1.4777609854182
10,9.3,"Leu-Pro",-1.3985968888935
11,8.9,"Leu-Pro",-1.25867415302235
12,8.8,"Leu-Pro",-1.16545358019699
13,8.7,"Leu-Pro",-0.755153553652517
14,8.7,"Leu-Pro",-0.851258460757485
15,8.6,"Leu-Pro",-0.81424900385097
16,8.6,"Leu-Pro",-0.955573667604762
17,8.8,"Leu-Pro",-0.572207702597613
18,9,"Leu-Pro",-0.418983361610404
19,9.2,"Leu-Pro",-0.247077401238367
20,9.4,"Leu-Pro",0.320473911185711
21,9.7,"Leu-Pro",-1.28616052187805
22,10,"Leu-Pro",-1.20380592679856
23,10,"Leu-Pro",-0.899321184615509
24,9.9,"Leu-Pro",-0.974492986562429
25,9.9,"Leu-Pro",-1.02269941970554
26,10.1,"Leu-Pro",-1.23639260198111
27,10.5,"Leu-Pro",-0.886215638397743
28,11.6,"Leu-Pro",-0.526710296930082
29,30.9,"Leu-Pro",0.522067063976211
30,34.4,"Leu-Pro",0.663693726459793
31,34.9,"Leu-Pro",1.679968728123
32,34.5,"Leu-Pro",1.25593077932635
33,34.2,"Leu-Pro",1.76703127701391
34,34.5,"Leu-Pro",-0.388458847708548
35,33.9,"Leu-Pro",-0.298503881585906
36,34.1,"Leu-Pro",-0.207382325463211
37,34.1,"Leu-Pro",1.354530345874
38,34.4,"Leu-Pro",0.593128391456948
39,33.9,"Leu-Pro",1.38689782415935
40,33.7,"Leu-Pro",1.66590106149916
41,33.5,"Leu-Pro",1.55389293186949
42,33.5,"Leu-Pro",1.27837262030703
43,34.1,"Leu-Pro",1.66715186769019
44,33.9,"Leu-Pro",2.09785069031418
45,32.3,"Leu-Pro",0.172400032411186
46,28.6,"Leu-Pro",0.00581311979253757
47,22.5,"Leu-Pro",-0.12261784678134
48,15.6,"Leu-Pro",-0.299003942951931
49,12.8,"Leu-Pro",0.34754292767688
50,12.3,"Leu-Pro",-0.030345137331732
51,11.5,"Leu-Pro",0.0554228084929996
52,11.2,"Leu-Pro",0.234798288531278
53,10.8,"Leu-Pro",0.0386342579226102
54,10.4,"Leu-Pro",-0.182744568111076
55,10.2,"Leu-Pro",-0.343275483715463
56,10,"Leu-Pro",1.23438770744899
57,9.7,"Leu-Pro",-0.439194949247103
58,9.3,"Leu-Pro",-0.476303830690995
59,9.1,"Leu-Pro",-0.170161151142213
60,8.9,"Leu-Pro",-0.350574054513555
61,8.6,"Leu-Pro",-0.132570180983587
62,8.5,"Leu-Pro",-0.299003297327657
63,8.3,"Leu-Pro",-0.251196377669406
64,8.1,"Leu-Pro",-1.0644482387301
65,7.9,"Leu-Pro",-0.00507097819541596
66,7.7,"Leu-Pro",0.231706062322111
67,7.6,"Leu-Pro",0.64779036566349
68,7.5,"Leu-Pro",0.853173411938723
69,7.5,"Leu-Pro",-0.435815301393044
70,7.5,"Leu-Pro",-0.563510591935136
71,7.5,"Leu-Pro",-0.333263898568057
72,7.7,"Leu-Pro",3.77255177627853
73,7.9,"Leu-Pro",0.0906105433781268
74,8,"Leu-Pro",-0.217401065477292
75,8,"Leu-Pro",-0.271208845978786
76,7.8,"Leu-Pro",-0.92651894100079
77,7.7,"Leu-Pro",0.114853447091281
78,7.6,"Leu-Pro",0.806235604070271
79,7.6,"Leu-Pro",0.0483716490168237
80,7.6,"Leu-Pro",2.32678878124973
81,7.6,"Leu-Pro",-0.612515837113764
82,15,"Leu-Pro",0.593199508282012
83,34.3,"Leu-Pro",1.19410826597559
84,34.4,"Leu-Pro",0.921930637124288
85,34.4,"Leu-Pro",1.52419574271655
86,34.4,"Leu-Pro",1.18780996810747
87,34.7,"Leu-Pro",1.07704057235369
88,34.3,"Leu-Pro",0.163833534094639
89,34.5,"Leu-Pro",1.3568702408061
90,34.3,"Leu-Pro",1.37185176060232
91,34.7,"Leu-Pro",1.24783277356674
92,34.7,"Leu-Pro",1.72638520227588
93,33.8,"Leu-Pro",0.045641513783071
94,33.4,"Leu-Pro",-0.052831104682343
95,33.5,"Leu-Pro",0.0435643982361904
96,33.3,"Leu-Pro",0.467015473884731
97,35,"Leu-Pro",0.86435654310977
98,35.7,"Leu-Pro",0.55113117647437
99,34.7,"Leu-Pro",0.620129343421281
100,34.2,"Leu-Pro",-0.214331682531335
1,35.2,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.302212407490162
2,34.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.469702435204784
3,35,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",1.30413862247943
4,30.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.598675947872903
5,24.3,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.299014723324309
6,18.1,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.00968605980115454
7,13,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.227829133496677
8,10.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-1.82696824720478
9,10,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0600412230058153
10,9.3,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.0504878499366822
11,8.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.358962935806697
12,8.8,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.00231542407234176
13,8.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.547565517797167
14,8.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.214006074842421
15,8.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.317654556468644
16,8.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.19145447916253
17,8.8,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0108775931679455
18,9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.576564347239296
19,9.2,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0526692083986218
20,9.4,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.10893604200869
21,9.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.645341928942189
22,10,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.695063022847754
23,10,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.367093944123054
24,9.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.104577149821119
25,9.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.131514489905395
26,10.1,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.590752593623327
27,10.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.155960701151736
28,11.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.126648270211284
29,30.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.277764745438488
30,34.4,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.126705273086124
31,34.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.524889567801954
32,34.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.294333054527895
33,34.2,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.355358036992203
34,34.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.673812534076803
35,33.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.000522574173252752
36,34.1,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.991728689944465
37,34.1,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.256134228357327
38,34.4,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.459335115652266
39,33.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.498287604767817
40,33.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.563925431398954
41,33.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.926511802557565
42,33.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.0309305280469211
43,34.1,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.564569573428147
44,33.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.471118786984547
45,32.3,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.391326197330036
46,28.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.311721823721899
47,22.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0555150658951541
48,15.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0609689013752702
49,12.8,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.440363028173436
50,12.3,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.333965260549495
51,11.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.751756909448932
52,11.2,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.56300888621592
53,10.8,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.149435566326081
54,10.4,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0467068413200459
55,10.2,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0204725739233606
56,10,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.306920825011877
57,9.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.590360162745663
58,9.3,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.180486746575204
59,9.1,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.10314643459696
60,8.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.683813065791079
61,8.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.165106543606429
62,8.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0464068039072635
63,8.3,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.252921299625639
64,8.1,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.750401783061186
65,7.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.180818708717433
66,7.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.0177891612346696
67,7.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.278274067978392
68,7.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.173531425122895
69,7.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.0313711615474214
70,7.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.318810285232017
71,7.5,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.0654046988666398
72,7.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.208743000205601
73,7.9,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.558560946234348
74,8,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.123389256297454
75,8,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.139236090013376
76,7.8,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.482000930324673
77,7.7,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.387279823057346
78,7.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.525641437276579
79,7.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.125583470505641
80,7.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.184666839748
81,7.6,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",-0.177047973985947
82,15,"3a-Hydroxy-3-(Hydroxymethyl)-1,1,3,5-Tetramethyl-Octahydro-1h-Indene-4-Carboxylic Acid",0.399039409536012
