"","Metabolite","Max_Correlation","mean_top5","min_top5","Lag","ci_lower","ci_upper","significant","Phase_deg","Phase_rad","Timing","Amplitude"
"126","D-Pantothenic Acid",0.560650744375528,0.553620559297936,0.547941024073182,-25,-0.239803603579163,0.245985366172699,TRUE,186.923076923077,3.26242314026632,"Precedes Tb",1.83087257556561
"127","2-(2-Carboxyethyl)-4-Methyl-5-Pentyl-3-Furoic Acid",0.560601720853004,0.51876104523095,0.461951115145095,0,-0.222974520509198,0.224414645347868,TRUE,0,0,"Synchronous",1.65551044094786
"128","240.09743/5.292",0.558921839142121,0.512216383202507,0.472516755329461,0,-0.239039500433857,0.243393560829283,TRUE,0,0,"Synchronous",2.32653006101808
"129","252.19511/6.947",0.557231531805435,0.547919773711103,0.533447544969826,-23,-0.247813485074562,0.248358472039165,TRUE,200.769230769231,3.50408411361938,"Precedes Tb",1.60623029553747
"130","N-(Tert-Butoxycarbonyl)-L-Leucine",0.555635871654391,0.530692123992808,0.516460251114492,-20,-0.240368523893656,0.239763196951464,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.68291315902319
"131","N,N-Dimethylaniline",0.554856574871995,0.51172787117473,0.467803752030913,-19,-0.233760796638555,0.249475358917044,TRUE,228.461538461538,3.98740606032551,"Precedes Tb",2.87274366844953
"132","248.10252/5.043",0.554025970023002,0.543786286067903,0.529721038660938,-24,-0.242638680474764,0.245942502667877,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",1.61350250440648
"133","242.11548/6.994",0.551549408736282,0.49924626886553,0.434354026183867,0,-0.213482813154525,0.222659616152865,TRUE,0,0,"Synchronous",2.45934081128455
"134","5-(1e)-3-Hydroxy-3-Methylbut-1-En-1-Yl-2-Methylcyclohex-5-Ene-1,2,4-Triol",0.549648151125947,0.50010540421503,0.431559431948085,-1,-0.222277028325357,0.225756217284459,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.43601360317291
"135","2-Aminoadenosine",0.546910093444945,0.501382958651617,0.463074599203257,0,-0.218827417553967,0.226888887801843,TRUE,0,0,"Synchronous",1.85924754272114
"136","337.2102/9.742",0.546324208995414,0.534468838654092,0.517594876124495,-22,-0.236123054320472,0.242585094685752,TRUE,207.692307692308,3.62491460029591,"Precedes Tb",2.14656457117263
"137","6-Deoxy-3-O-Methyl-Î-D-Galactopyranos",0.545944885342332,0.535587663132839,0.526693687890879,-22,-0.242367492696064,0.241576837845874,TRUE,207.692307692308,3.62491460029591,"Precedes Tb",2.81038420483399
"138","Guanadrel",0.545146285207402,0.529694701122885,0.513131978816743,-22,-0.236502844664097,0.242459419842534,TRUE,207.692307692308,3.62491460029591,"Precedes Tb",2.07621972491422
"139","220.13116/5.481",0.544793984591626,0.533160230386707,0.520408280621476,-20,-0.235110199518449,0.239790265356777,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.71789345228055
"140","305.18396/7.51",0.542259686084117,0.501567774419833,0.450566689290612,-1,-0.231188168345829,0.223830388133123,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.47545285936994
"141","170.14195/2.811",0.540739623951357,0.525405345144043,0.506538077136735,-23,-0.232456913961788,0.238975736441884,TRUE,200.769230769231,3.50408411361938,"Precedes Tb",2.43440669861753
"142","Tiglylcarnitine",0.537595029256262,0.508198438707265,0.46468766268966,-1,-0.226368450901058,0.228539599846557,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.75166751295643
"143","301.15266/3.941",0.536957809891824,0.501191866307298,0.444737893867692,-19,-0.238100133654415,0.231543287613227,TRUE,228.461538461538,3.98740606032551,"Precedes Tb",1.50499734766083
"144","268.12876/6.937",0.535754399812407,0.472409802189573,0.402614358259797,-1,-0.230185103168199,0.231064253297346,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.52691744173933
"145","253.14027/2.811",0.533803687224571,0.517938552790667,0.500466497399196,-22,-0.236440790332224,0.240704911156542,TRUE,207.692307692308,3.62491460029591,"Precedes Tb",2.19388076780631
"146","336.25271/6.795",0.533202750520335,0.482395704907059,0.415738343805309,-1,-0.236043490633763,0.23351120837964,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.95990902540635
"147","306.10806/6.299",0.532902134050027,0.521747466220855,0.505482885069268,-25,-0.243376829450191,0.248062588223808,TRUE,186.923076923077,3.26242314026632,"Precedes Tb",1.73912971925319
"148","280.06156/7.912",0.532016100365787,0.506206333259204,0.483463219477651,-2,-0.23336493913586,0.23265223824537,TRUE,346.153846153846,6.04152433382653,"Synchronous",2.06070488793471
"149","282.16923/7.978",0.529965793192575,0.519138832722235,0.505803946932821,-24,-0.241143740083857,0.247469019107701,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",1.6932707588591
"150","385.91832/0.863",0.52869674799773,0.488513218206603,0.45050814493723,1,-0.238514658204527,0.241389308995573,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.98994681270378
"151","Boc-Asn",0.527805123433658,0.513387573447569,0.49530732644299,-2,-0.223121182048062,0.224669537125101,TRUE,346.153846153846,6.04152433382653,"Synchronous",2.33152863399446
"152","196.07122/3.988",0.526762989665002,0.51170033160899,0.495716731450339,-24,-0.242673906464113,0.248045372114251,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",1.89548734962229
"153","168.03989/1.889",0.523826837707152,0.485926279376503,0.437244792559178,-1,-0.227716563401043,0.238819677001493,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.28030681482246
"154","245.1264/6.185",0.523178146159959,0.506667545249775,0.498202570140991,-20,-0.245279405766222,0.246365319942478,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.71039892195058
"155","Cyclohexenone",0.52221276043277,0.480468362126068,0.435870870533031,1,-0.228986861401746,0.232165974763923,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.96978309260513
"156","460.18256/9.348",0.522196167553497,0.471953963478564,0.420692398051718,0,-0.206138150325647,0.212320338051767,TRUE,0,0,"Synchronous",2.75292954781297
"157","438.20062/9.347",0.522101548215411,0.471575376700462,0.421757775790988,0,-0.206754887571055,0.211376881596899,TRUE,0,0,"Synchronous",2.5593052636054
"158","Leu-Pro",0.5205325661785,0.496681467549329,0.473841182778246,-1,-0.232708530002826,0.238501600393744,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.62515638084837
"159","296.16011/7.01",0.519518962300255,0.508156768964273,0.490983342746536,0,-0.225314359344105,0.224192538259006,TRUE,0,0,"Synchronous",1.89566380885882
"160","265.14274/7.978",0.518591875044801,0.514495928277838,0.508864631157632,-24,-0.240951789084852,0.243827942798423,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",1.5308513777999
"161","281.16039/6.863",0.518440716626292,0.461439799316376,0.40018216419855,0,-0.238600228035328,0.244774891598098,TRUE,0,0,"Synchronous",2.78821329827186
"162","487.86597/0.886",0.516006812050608,0.471233530143998,0.431753639111586,1,-0.230786629836391,0.234146031121223,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.74783934989125
"163","331.19956/3.812",0.515370021696528,0.475137815081301,0.447291552361192,-20,-0.237538238366912,0.235149941717098,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.41157709016116
"164","321.17888/8.622",0.515247204885073,0.49066000858077,0.457404613393498,-18,-0.233383771323835,0.233982532379792,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.87450000947247
"165","326.13421/8.621",0.515216257988782,0.48888945699222,0.456883036424579,-18,-0.231175925216405,0.224917611428016,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.77719735441427
"166","(E)-P-Coumaric Acid",0.513558744175506,0.488648955319801,0.447301121119107,0,-0.235864604945449,0.251867943491473,TRUE,0,0,"Synchronous",2.18775526303074
"167","310.20058/7.979",0.509971554142131,0.496158991704652,0.486004107490551,-20,-0.235738040926832,0.244017649824364,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.6330712024113
"168","Bendiocarb",0.509555353496389,0.502493407661909,0.494964972423736,24,-0.236308791866898,0.244459271871586,TRUE,166.153846153846,2.89993168023673,"After Tb",1.9967171829363
"169","326.13423/8.524",0.508161090904049,0.472140596623031,0.418809337858835,-18,-0.236402279126383,0.232083637110249,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",1.7256194740051
"170","280.16514/6.27",0.507526756163338,0.480303544145829,0.448498668802184,-1,-0.227516904494513,0.225784501083396,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.43288389291313
"171","Adenosine",0.506908146718603,0.463558060365384,0.405905406109892,0,-0.232967124786018,0.240124608384835,TRUE,0,0,"Synchronous",3.2120982417526
"172","521.89362/0.866",0.506694006283739,0.475525526268757,0.432462391860464,1,-0.242736956396354,0.243106870353334,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.09710468906242
"173","291.16825/2.256",0.504097391802127,0.466134057121983,0.420294552392794,1,-0.239620942800055,0.237723147362861,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.65678946699602
"174","Dyclonine",0.504017044335621,0.482751977138965,0.452644220066523,-20,-0.23456100309218,0.230602535277961,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.8705021630849
"175","Acetyl-L-Carnitine",0.503947113351993,0.476427140723565,0.428941809453366,0,-0.233491820735857,0.243938362615868,TRUE,0,0,"Synchronous",3.28568246444901
"176","265.15268/5.399",0.502884274001111,0.474216582123764,0.425730635948706,0,-0.227808954528355,0.225446695088726,TRUE,0,0,"Synchronous",1.79766657085345
"177","Meprobamate",0.502203989380212,0.492932917392395,0.481291024428516,0,-0.222187797699694,0.240369995321687,TRUE,0,0,"Synchronous",2.15114843471602
"178","285.15774/4.416",0.499639458968024,0.471517488029146,0.445780725600247,-20,-0.237494270542867,0.239486780443787,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.95298056252901
"179","351.89071/0.888",0.499580926100172,0.455382642229469,0.413209657589575,1,-0.229032298825098,0.231923146543277,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.16361009587815
"180","Loganetin",0.494979335598592,0.480402057100955,0.473973223930133,-20,-0.242400822161207,0.244742759816348,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.73706587418145
"181","269.9705/1.107",0.49439928942368,0.457681675031378,0.42454506780715,-1,-0.236710717733452,0.234942640126333,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.23747511653282
"182","306.2172/11.625",0.493624978420284,0.451044849300836,0.404562655186714,-1,-0.237280228337422,0.219579916000868,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.82779908514861
"183","340.15/8.654",0.49323634541198,0.466912661353317,0.446249907859331,-18,-0.229827278596123,0.225543228869292,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",2.04920837642347
"184","Dibutyl Adipate",0.492503209625802,0.461803422269809,0.417894166270969,0,-0.232842227777224,0.22822581544749,TRUE,0,0,"Synchronous",1.3668475791704
"185","280.16518/6.546",0.492503209625802,0.461803422269809,0.417894166270969,0,-0.232842227777224,0.22822581544749,TRUE,0,0,"Synchronous",1.36879412546917
"186","Capryloylglycine",0.491910113810763,0.465564938052995,0.415711364685494,0,-0.232345491223661,0.245028179564913,TRUE,0,0,"Synchronous",2.66644289848198
"187","453.90573/0.865",0.490664990850008,0.478548085006604,0.448556298559796,0,-0.237806994768491,0.233995170930631,TRUE,0,0,"Synchronous",1.6936349929197
"188","250.08182/6.066",0.490553609915596,0.480272507419632,0.469301066984598,-24,-0.244809583654074,0.245714704929239,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",2.04568252870807
"189","262.93971/0.765",0.490227933594029,0.472249305705085,0.456317194919647,0,-0.235544798136428,0.238004751040315,TRUE,0,0,"Synchronous",1.41670338881111
"190","173.02699/1.338",0.490020958782652,0.451277202471623,0.413745288394144,-1,-0.219931938382287,0.227564360272474,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.04775868754236
"191","Nitrosoguvacoline",0.48916268805677,0.460660605530415,0.437688134385574,1,-0.242082878574622,0.243144539143562,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.32318012973838
"192","259.94172/1.108",0.486062934977527,0.456287446325446,0.420727486391525,-1,-0.222231982632678,0.223532148579355,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.02563393817178
"193","321.17885/8.525",0.485136032911277,0.456530109396543,0.428600610012381,-18,-0.233419627526351,0.226913602393195,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",2.10060902391671
"194","543.88925/0.871",0.484705893802817,0.457577509006935,0.422762272023757,1,-0.232248133188875,0.231152846628445,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.10223329918278
"195","254.93185/0.756",0.484674676558809,0.449390391649046,0.409197429089534,1,-0.235659639162618,0.244254758842873,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.55541622060809
"196","377.31432/14.291",0.481226418386845,0.426799658138688,0.359007892501368,0,-0.218457749297082,0.219254011330026,TRUE,0,0,"Synchronous",2.17678792159577
"197","327.16835/5.871",0.48110000916796,0.460865271814732,0.450563883785208,-20,-0.238462527669979,0.23431294331,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.78360645093419
"198","3-Hydroxysebacic Acid",0.47873429480476,0.436678502439129,0.400403069340064,0,-0.233604544992364,0.236612651917838,TRUE,0,0,"Synchronous",2.20613626842283
"199","566.23456/4.259",0.478685955268764,0.466883048890417,0.45651755294553,-25,-0.241768197663206,0.243300625190653,TRUE,186.923076923077,3.26242314026632,"Precedes Tb",1.62478582744556
"200","360.2878/14.292",0.477457876661391,0.422526188359596,0.353515483250175,0,-0.219348849973903,0.222733871560927,TRUE,0,0,"Synchronous",2.2796001666075
"201","334.17574/9.909",0.476545683186972,0.440511900948361,0.388556048823839,-1,-0.232702036903541,0.223400492116068,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.50274680993053
"202","177.0921/7.494",0.474670440468527,0.460600404608314,0.448879229917841,-22,-0.23609901878183,0.231828474893302,TRUE,207.692307692308,3.62491460029591,"Precedes Tb",2.76025534534991
"203","Acetylcarnitine",0.473866607803976,0.46082295568214,0.449735841576942,28,-0.240559695995348,0.238228196231991,TRUE,193.846153846154,3.38325362694285,"Precedes Tb",1.89913931790879
"204","Gingerdione",0.473519583063686,0.446741431124393,0.410007226511964,-21,-0.239796489937018,0.243482640649455,TRUE,214.615384615385,3.74574508697245,"Precedes Tb",2.47477661607675
"205","326.17091/5.877",0.473073854927647,0.452581802214495,0.442295629008,-20,-0.236756329563129,0.23899981762516,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.79475682875824
"206","112.06375/1.345",0.471535595179219,0.45205847808246,0.434374484744029,0,-0.232078446920431,0.242114400826429,TRUE,0,0,"Synchronous",2.75080124758159
"207","360.21504/14.394",0.470049339555698,0.440471859621442,0.414088531830916,-20,-0.224386221509321,0.232817871127821,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",2.35239100467114
"208","Moroxydine",0.469497372555772,0.450984612930938,0.433945283702815,-18,-0.233694256079372,0.237530748683094,TRUE,235.384615384615,4.10823654700204,"Precedes Tb",2.3449651623209
"209","(R)-Osutidine",0.468833554169927,0.428101143586783,0.366809785692328,-1,-0.21067622934139,0.213792585130242,TRUE,353.076923076923,6.16235482050306,"Synchronous",2.28282289125115
"210","252.13382/6.42",0.468806206334746,0.425280306886308,0.390671042798124,-1,-0.224018059453264,0.216541497231945,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.32684798207889
"211","2,3-Dimethoxy-5-Methylhydroquinone",0.467843291601702,0.432646769389148,0.375242003567605,1,-0.227734304394019,0.225817805605052,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.61295209410975
"212","337.21018/2.559",0.467006948605484,0.436503431544369,0.399017949374236,1,-0.234791714473204,0.230310788183557,TRUE,6.92307692307692,0.120830486676531,"Synchronous",1.77453036785199
"213","3-Methylglutarylcarnitine",0.466600843397387,0.457094656305192,0.453601734211209,-20,-0.240892906368068,0.244930796864709,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.75719804289174
"214","(3s)-3-(2e)-4-Carboxy-2-Butenoyloxy-4-(Trimethylammonio)Butanoate",0.466029218168694,0.446019101859224,0.420573284528551,-20,-0.24155037501908,0.237524770990078,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.56596626247404
"215","555.85351/0.881",0.465532180926216,0.420221693891348,0.388466826960119,1,-0.239028886725693,0.242388342638535,TRUE,6.92307692307692,0.120830486676531,"Synchronous",2.22238756230679
"216","418.29478/11.092",0.46553027941748,0.42083764995814,0.372109076400359,-1,-0.222276511896087,0.226996667442712,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.66332840803874
"217","336.11864/6.361",0.465297566578822,0.441129831410896,0.42494900207565,-20,-0.241574038423762,0.241915598292382,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.72888542455233
"218","314.13672/6.361",0.465297566578822,0.441129831410896,0.424949002075651,-20,-0.241574038423762,0.241915598292382,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.72800783459915
"219","335.19454/5.139",0.463262308631794,0.432664573745129,0.412037141476232,-1,-0.231008153003008,0.219047873519391,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.49697834267027
"220","280.16512/9.518",0.462189949413081,0.412425167976284,0.356007913514247,-1,-0.22932334989424,0.225320999330611,TRUE,353.076923076923,6.16235482050306,"Synchronous",1.56495196202445
"221","Ethyl Butylacetylaminopropionate",0.462145529820418,0.436333393371295,0.407576847187993,-20,-0.23053309532583,0.23086213060542,TRUE,221.538461538462,3.86657557364898,"Precedes Tb",1.67828993668594
