"","tags","CalcMWRT","species","CalcMW","RTmin","H089-57","SST1","blank_start1","blank_start2","conditioning1","conditioning2","H089-69","H089-81","H089-93","H089-58","H089-70","H089-82","H089-94","QC1","H089-59","H089-71","H089-83","H089-95","H089-60","H089-72","H089-84","H089-96","H089-61","H089-73","H089-85","H089-97","H089-62","H089-74","H089-86","H089-98","QC2","H089-63","H089-75","H089-87","H089-99","H089-64","H089-76","H089-88","H089-100","H089-65","H089-77","H089-89","H089-66","H089-78","H089-90","H089-67","H089-79","QC3","H089-91","H089-68","H089-80","H089-92","H040-1","H040-13","H040-25","H040-37","H089-09","H089-21","H089-33","H089-45","QC4","H040-2","H040-14","H040-26","H040-38","H089-10","H089-22","H089-34","H089-46","H040-3","H040-15","H040-27","H040-39","H089-11","H089-23","H089-35","H089-47","QC5","H040-4","H040-16","H040-28","H040-40","H089-12","H089-24","H089-36","H089-48","H040-5","H040-17","H040-29","H089-01","H089-13","H089-25","H089-37","H089-49","H040-6","H040-18","H040-30","H089-02","H089-14","H089-26","H089-38","H089-50","H040-7","H040-19","H040-31","H089-03","H089-15","H089-27","H089-39","H089-51","QC6","H040-8","H040-20","H040-32","H089-04","H089-16","H089-28","H089-40","H089-52","H040-9","H040-21","H040-33","H089-05","H089-17","H089-29","H089-41","H089-53","QC7","H040-10","H040-22","H040-34","H089-06","H089-18","H089-30","H089-42","H089-54","H040-11","H040-23","H040-35","H089-07","H089-19","H089-31","H089-43","H089-55","H040-12","H040-24","H040-36","H089-08","H089-20","H089-32","H089-44","H089-56","QC8","QC9","blank_end","SST2","PR_H089-57","PR_SST1","PR_blank_start1","PR_blank_start2","PR_conditioning1","PR_conditioning2","PR_H089-69","PR_H089-81","PR_H089-93","PR_H089-58","PR_H089-70","PR_H089-82","PR_H089-94","PR_QC1","PR_H089-59","PR_H089-71","PR_H089-83","PR_H089-95","PR_H089-60","PR_H089-72","PR_H089-84","PR_H089-96","PR_H089-61","PR_H089-73","PR_H089-85","PR_H089-97","PR_H089-62","PR_H089-74","PR_H089-86","PR_H089-98","PR_QC2","PR_H089-63","PR_H089-75","PR_H089-87","PR_H089-99","PR_H089-64","PR_H089-76","PR_H089-88","PR_H089-100","PR_H089-65","PR_H089-77","PR_H089-89","PR_H089-66","PR_H089-78","PR_H089-90","PR_H089-67","PR_H089-79","PR_QC3","PR_H089-91","PR_H089-68","PR_H089-80","PR_H089-92","PR_H040-1","PR_H040-13","PR_H040-25","PR_H040-37","PR_H089-09","PR_H089-21","PR_H089-33","PR_H089-45","PR_QC4","PR_H040-2","PR_H040-14","PR_H040-26","PR_H040-38","PR_H089-10","PR_H089-22","PR_H089-34","PR_H089-46","PR_H040-3","PR_H040-15","PR_H040-27","PR_H040-39","PR_H089-11","PR_H089-23","PR_H089-35","PR_H089-47","PR_QC5","PR_H040-4","PR_H040-16","PR_H040-28","PR_H040-40","PR_H089-12","PR_H089-24","PR_H089-36","PR_H089-48","PR_H040-5","PR_H040-17","PR_H040-29","PR_H089-01","PR_H089-13","PR_H089-25","PR_H089-37","PR_H089-49","PR_H040-6","PR_H040-18","PR_H040-30","PR_H089-02","PR_H089-14","PR_H089-26","PR_H089-38","PR_H089-50","PR_H040-7","PR_H040-19","PR_H040-31","PR_H089-03","PR_H089-15","PR_H089-27","PR_H089-39","PR_H089-51","PR_QC6","PR_H040-8","PR_H040-20","PR_H040-32","PR_H089-04","PR_H089-16","PR_H089-28","PR_H089-40","PR_H089-52","PR_H040-9","PR_H040-21","PR_H040-33","PR_H089-05","PR_H089-17","PR_H089-29","PR_H089-41","PR_H089-53","PR_QC7","PR_H040-10","PR_H040-22","PR_H040-34","PR_H089-06","PR_H089-18","PR_H089-30","PR_H089-42","PR_H089-54","PR_H040-11","PR_H040-23","PR_H040-35","PR_H089-07","PR_H089-19","PR_H089-31","PR_H089-43","PR_H089-55","PR_H040-12","PR_H040-24","PR_H040-36","PR_H089-08","PR_H089-20","PR_H089-32","PR_H089-44","PR_H089-56","PR_QC8","PR_QC9","PR_blank_end","PR_SST2"
"1","F","238.95943/0.816","238.95943/0.816",238.95943,0.816,14642609.76,4123.697665,4355.575205,4412.766956,11106545.21,10557472.09,9931903.198,15835554.84,9972705.866,15448707.23,17040853.35,15490626.14,13969158.67,14238766.81,17632158,18470037.47,11050664.79,14036682.86,19494964.67,17944553.23,11184189.98,14207185.98,7725759.283,19939208.48,11916089.14,13126940.34,17899896.62,21794886.47,12772288.57,13209342.05,15062141.81,20113784.27,15994793.84,12635572.66,13161348.02,15605249.26,14979599.76,8777110.157,11648020.27,9862779.515,23265409.83,16158787.76,22426763.73,21831424.81,15109511.91,22604564.27,22332731.25,15534231.56,15979108.99,20766413.01,20649243.47,14617365.37,16925078.05,22021835.45,14091448.45,16668360.1,21950690.15,20662815.63,16516232.16,15648289.46,18563412.99,20408061.12,25178671.56,21430080.25,22394689.33,22838376.18,24803672.53,18518934.67,18787006.11,22660560.23,21948276.77,21742420.84,19401875.26,21384900.16,23276101.86,16095178.89,14329197.66,10039931.11,25825581.18,22915164.79,25888081.56,23776650.22,22309466.23,26002618.11,21642221.75,17968545.78,19802003.46,11902893.84,22765077.37,22149057.34,22884505.03,21553057.71,13699733.78,18054283.23,22944730.87,21394826.76,20287816.27,20952086.54,21922505.35,25204751.08,23036622.52,25426567.22,22219409.37,20800932.04,22493861.59,17184274.67,24742652.87,10415736.48,14086466.69,20607446.38,17562877.48,20438187.84,19822804.24,22387039.21,18990027.04,21856853.63,21577534.58,13121049.93,20061222.04,22529419.23,23283392.31,22958176.02,20022511.27,22606713.11,22210269.13,19971094.6,22258286.87,17089148.02,20926841.75,18102439.39,17028217.28,18282402.73,19530189.81,13762462.92,10321731.15,17468293.69,19980149.83,18087287.74,13842256.22,17159063.65,18128726.55,14082840.49,12648520.46,19858263.24,18216462.34,16743908.4,15797975.76,14280199.26,18835668.11,14342607.87,13924115.44,17170405.19,7114165.082,14378060.04,8862.020257,74218.45119,5.7,NA,NA,NA,5.7,6.2,NA,5.1,6.7,5.1,3.5,5.7,7.3,5.1,4.6,3.5,5.7,6.7,4.6,4.6,3.5,5.7,8.4,5.7,3.5,6.2,3.5,6.2,5.7,6.7,6.7,5.1,7.8,4.6,6.7,6.7,5.1,5.7,4,8.4,4.6,5.1,4.6,6.2,5.1,6.2,2.9,8.4,7.3,NA,8.4,6.2,6.7,4.6,5.7,5.1,5.7,3.5,4.6,6.2,4.6,5.1,5.1,4,4.6,2.4,6.7,3.5,8.9,3.5,5.1,7.3,6.2,5.1,4,6.2,6.2,NA,5.7,6.2,4.6,5.1,6.7,4,4.6,3.5,4.6,8.4,4.6,5.1,5.1,5.1,6.2,4.6,4.6,5.1,6.2,4.6,5.1,4.6,4,NA,6.7,5.1,5.7,7.8,6.2,NA,6.2,5.1,6.2,7.3,6.2,7.3,6.2,8.4,4.6,6.2,4.6,7.3,6.7,5.1,3.5,5.7,4,4,4,4.6,5.1,8.4,5.1,5.7,5.7,5.1,4.6,NA,4,4,7.8,4,4.6,6.7,5.7,4,4,5.1,6.2,4.6,4.6,4.6,7.3,5.1,8.4,6.7,NA,6.8
"2","F","150.08929/1.367","150.08929/1.367",150.08929,1.367,1279647.283,144109.0801,352499.8505,297310.446,675695.4618,686488.3355,1444307.236,1196112.195,1227237.755,1112640.144,1047627.641,1505328.051,1524527.674,771575.3687,1263191.103,1318253.457,1201732.494,1564184.954,1381806.062,2683549.619,1823760.496,1959375.475,1355230.863,1225885.685,1708569.243,1341067.19,1232137.681,1288459.184,1371097.873,1249936.937,819143.0324,1152743.508,1410876.294,1546360.203,1397736.69,1040991.733,859024.2112,923147.0185,919169.0188,1229867.391,1613479.284,2214213.96,1468440.145,1575760.964,1554014.731,1399416.9,1741726.017,868291.9184,1300239.682,1325112.892,1239232.079,1656177.472,1287344.614,1132735.348,1146726.623,1204544.906,946533.5355,782289.526,901461.6347,944792.4124,819174.1875,1151734.416,1263607.398,1209673.804,1229156.305,806907.5341,1023624.644,996157.4464,833967.7398,1387332.103,1242480.747,1222504.202,1224962.103,912061.9271,1422675.537,1044102.497,1140690.97,660049.4543,1319180.218,1315151.507,1120863.216,1097467.939,1008096.646,1244028.716,1219438.406,1221640.5,1205431.078,1377183.95,1162126.254,945820.4877,1222857.978,1292858.539,1385553.086,1292773.217,1290827.05,1509218.894,1187809.103,1260274.636,1214144.377,1113069.509,1220352.684,1234160.079,1351215.963,1029368.695,1323552.974,930441.2341,1581896.717,1295588.166,1224137.356,1116189.167,685333.7486,1370766.329,1256027.325,1339365.041,1361073.892,1455591.496,1253032.166,1187157.944,1274851.77,1318145.587,1271183.031,1503629.605,1402457.282,1163478.551,882699.6195,1002782.125,1137140.793,683594.6175,1410477.021,1250135.221,1439592.053,1226279.539,1380578.082,993334.9447,896792.9074,1307164.363,1051431.777,1189712.368,1584164.154,1472063.424,1150035.32,1453491.517,1194433.717,941327.7056,1107325.259,1679699.233,1338400.395,618015.7133,1187515.586,1367367.621,1271319.653,1394168.382,844402.3492,710107.0914,345595.461,494785.3874,10,NA,8,8.6,9.5,9.5,10,9.5,10,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,10,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.4,9.5,8.4,9.5,9.5,8.9,8.9,9.5,9.5,9.5,9.5,8.4,9.5,9.5,8.4,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.9,9.5,9.5,9.5,9.5,9.5,9.5,8.4,9.5,8.4,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,8.9,10,9.5,9.5,8.9,9.5,9.5,9.5,9.5,9.5,9.5,7.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,10,9.5,9.5,9.5,9.5,10,9.5,9.5,9.5,9.5,9.5,9.5,10,9.5,9.5,8.4,9.5,9.5,9.5,9.5,9.5,9.5,8,8.6
"3","F","254.93697/0.789","254.93697/0.789",254.93697,0.789,1570251.179,3528.088943,3951.524763,3639.299963,1686327.244,1600392.835,3066196.399,2699229.457,1055360.477,2892347.193,3675260.149,2514210.611,568279.4688,2382144.329,3311168.796,3588262.541,1303122.192,1762255.704,4381689.097,3093756.866,781893.42,2233498.884,4748736.192,3495434.768,1328888.256,786631.2226,3227533.51,5001589.989,1536324.329,1803486.844,760571.3801,4158533.133,3093105.105,1417927.615,1633149.951,2957749.416,3300094.54,987939.7056,1997501.475,3311835.818,5476227.752,1747867.48,2934939.999,5056714.823,1531043.217,4545724.434,4384257.904,2254466.119,2156795.703,3366339.324,3163326.268,1529054.426,2585987.736,3463164.073,2951770.352,2288266.046,3429111.701,3321599.302,2283894.655,1609741.334,1401006.723,4602270.433,6825673,4356857.852,2153370.231,5106457.071,5109610.646,3242394.594,1475518.512,5904824.631,5318845.4,4258001.705,4156248.563,3948523.752,4485137.503,1909901.305,1488412.093,2951431.46,7390427.434,6687253.687,7969527.294,5980394.621,5823625.732,7155570.396,4815692.394,5151130.002,6565462.57,7107532.425,5855965.965,5737744.822,5212891.632,5224479.018,1395487.019,2192258.261,6070606.245,5390544.15,4159210.022,4708035.177,5605843.539,6495167.637,2134140.596,6189512.45,4431311.834,5940819.782,5720346.205,2263522.881,5424672.392,5012230.537,1399510.444,1524145.581,3000827.723,4099880.566,5263682.809,5743327.216,3013340.813,5189364.155,1274939.888,1241904.56,3169248.177,5971922.572,6626644.703,5591890.081,4673218.364,6130135.789,5990158.634,1134209.04,5092146.684,2676031.162,4371714.399,2869806.715,2276409.637,2457076.578,3309203.029,1256280.555,127657.2319,2313631.963,3590587.632,2930921.874,1585441.619,2908523.905,3099161.83,1670034.779,1280743.575,2893628.677,3219669.493,2643836.417,2157831.869,1369048.774,3046703.161,1671527.376,1652434.853,2387844.782,1377628.207,924026.5334,10999.32158,107765.0648,NA,NA,NA,NA,4,3.5,3.5,NA,NA,2.9,3.5,4,NA,6.2,3.5,2.9,4,5.1,4,4.6,NA,3.5,5.7,4.6,4,8.9,4,4.6,4.6,3.5,NA,4.6,8.9,2.4,5.7,5.7,4.6,6.7,4.6,3.5,2.9,2.9,6.2,2.9,2.9,4.6,4,6.2,3.5,4.6,8.4,3.5,4.6,8.4,4,4.6,4,5.1,2.9,5.7,8.9,3.5,NA,3.5,8.9,3.5,4,2.9,7.8,4,4,4.6,4.6,3.5,4.6,4.6,6.7,NA,3.5,4,4.6,2.9,3.5,4.6,4.6,4.6,5.7,4.6,4.6,NA,4,4.6,5.7,3.5,3.5,5.1,4,4.6,4,5.7,8.4,4,4,2.9,4,8.4,5.1,4,2.9,NA,4,6.2,5.1,5.1,6.2,4.6,7.8,5.1,8.4,2.4,5.7,5.1,2.9,2.9,5.1,NA,4.6,2.4,4.6,3.5,2.9,4,4,4.6,NA,3.5,5.7,4,7.8,4,3.5,4.6,NA,3.5,4,4.6,7.3,7.8,4.6,5.1,5.7,5.7,7.8,8.4,NA,NA
"4","F","242.19946/3.978","242.19946/3.978",242.19946,3.978,79691.93069,3260.131708,3151.87899,3080.462591,51217.3023,45440.77066,114480.9615,64537.35395,154813.7349,61678.3786,44189.46285,63471.2569,78441.0672,68184.45942,618431.493,100279.3393,57992.40619,59116.24443,101547.07,85239.57437,59880.13958,1441873.262,938988.0999,278276.1011,451654.5712,99066.7695,316147.5588,439873.8051,87412.05041,59094.57399,66129.07688,104239.9747,110804.5066,62335.71429,59219.38363,41318.71394,39720.21263,151510.5314,88186.62958,1433321.09,342758.6572,482436.481,285292.2002,149328.7822,669229.9893,248984.4708,267789.8002,68112.99583,456698.5751,364479.5117,241358.9041,346238.1037,136121.9273,240879.1881,96429.00561,226986.7521,57884.22558,52897.37488,302804.223,753309.6093,54860.66883,252855.9834,59239.62161,65426.58359,94248.75944,408075.0919,63109.90054,337814.6957,89856.77444,3240142.5,78792.32586,93712.84625,35611.66729,352506.1021,117412.2623,41622.42061,107815.5368,128839.4431,66350.93373,74506.21576,81577.99191,141918.5128,61738.1677,160049.0233,147605.831,36431.472,205982.8662,123134.4141,398592.5102,311933.3796,64992.74569,45349.09406,28673.02233,41791.82863,258885.0438,110797.5032,36201.4325,28567.02162,30131.26377,27473.11865,238356.957,368136.4579,314011.4196,62740.92011,44845.41742,86487.33418,37343.75855,84664.03189,30446.75425,53494.98724,120631.3114,69700.88163,42393.08311,50999.93908,385747.9621,46240.62664,1650469.206,99074.33413,59809.92725,1156755.15,1228391.466,70774.42354,44222.3676,270349.9144,6729184.65,70849.2026,545866.0077,102903.8252,106979.6653,73773.75741,165749.9479,69543.30154,139894.6973,134651.309,66131.24302,51279.21775,45787.76426,1009115.135,217882.1131,130575.3996,160995.7999,60566.04929,51264.88617,520012.0594,165569.2656,2822567.718,164215.3133,81840.45357,54146.99726,78272.59996,75649.34216,126793.8411,39016.07992,22184.29053,2231.819644,2274.454904,7.9,NA,NA,NA,NA,NA,7.7,6.3,8.3,6.3,NA,NA,6.8,7.9,9.5,NA,7.4,6.8,6.3,6.8,6.3,10,9.5,8.6,9.1,6.8,8.6,9.7,7.4,7.9,6.3,6.8,7.7,NA,NA,NA,NA,6.6,7.9,9.5,9.1,9.1,8.6,8.8,9.5,9.1,8.6,8.5,8.6,8.6,8.6,9.1,8.3,8.6,7.9,8.6,6.3,6.3,8.6,9.5,7.4,8.6,7.9,6.8,5.2,9.1,6.8,8.6,6.8,9.5,NA,8.5,4.1,9.1,8.3,NA,7.7,8.3,NA,NA,7.4,8.3,NA,8.3,8.3,NA,8.6,7.7,9.7,8.6,5.8,NA,NA,7.4,8.6,8.3,NA,NA,NA,7.9,8.6,9.1,8.6,8.5,NA,8.5,NA,6.8,NA,6.8,8.3,7.9,4.1,NA,8.6,7.9,9.5,8.3,5.8,9.5,9.5,7.9,NA,8.6,9.5,6.3,9.5,8.8,8.3,7.4,8.8,6.8,8.3,8.3,8.5,7.9,6.3,9.5,8.6,7.7,8.3,NA,NA,9.5,8.3,9.5,8.8,7.9,4.7,7.9,6.3,7.7,NA,NA,NA,NA
"5","F","361.91948/0.878","361.91948/0.878",361.91948,0.878,1744788.382,1249.647573,1177.979551,1236.493448,3044742.455,3051522.543,962706.7327,1199713.228,2237930.752,1457483.428,911437.2928,1598249.922,2139238.74,2508538.33,1293980.764,870656.9575,2164999.847,1663156.645,801826.5035,1096403.5,2628982.548,1609928.406,967068.146,1314268.78,1982512.28,1662466.229,1497501.222,967985.2923,1966772.851,2210879.847,2734351.8,1443373.157,1086258.032,2512553.933,1891821.74,2253098.689,2302851.777,3502844.624,2903020.106,1131404.151,799695.8052,1628217.477,1030495.883,992886.3974,2062957.814,889407.2501,914547.7366,2849289.945,1789118.945,1335858.54,769932.5273,2060740.776,2133639.992,1276719.433,1451509.904,1946894.609,1312265.761,1221031.099,1781561.987,1981797.915,2740050.737,1428730.024,808308.2112,1241769.588,1049034.3,921907.2564,960710.0895,1529926.28,1618409.904,905503.502,1043611.017,1059277.35,1251316.15,1243841.132,1177852.913,1701031.144,2070607.61,3042759.119,870170.4875,877003.0348,609934.0436,981287.8056,877188.0967,654539.979,1200992.722,1096511.6,1117973.663,696826.307,1010939.531,957135.8454,914394.8179,862028.0066,1870589.927,1490747.257,790222.545,936739.6284,1182028.724,1199303.412,797523.7859,80494.43683,1177892.783,768012.36,1559798.809,1270220.256,1110768.887,1792163.424,1049429.87,1000687.648,2097065.093,1234354.803,2914924.779,1000086.949,1498251.283,848572.1172,1759292.223,804038.141,909323.2919,2497637.236,1367453.476,858163.7292,735503.9232,904750.9164,1215752.32,852197.7878,1041218.088,1493642.659,770656.3274,3079300.821,1241916.307,1303053.072,1507752.831,1495679.606,1092270.019,1891504.859,2436198.834,1422599.152,1088521.938,1359622.317,1703060.796,1154907.113,1404420.119,2294248.47,2208442.995,1338327.973,1132996.039,1470352.367,1524156.821,2947104.123,1148632.068,1600016.066,1783636.849,1344801.289,2507815.617,3005064.131,46800.91525,2458.418892,9.5,NA,NA,NA,9.5,8.9,9.5,10,9.5,9.5,9.5,9.5,NA,9.5,10,9.5,8.9,8.9,9.5,8.9,9.5,9.5,10,10,8.4,9.5,6.7,8.9,9.5,9.5,10,9.5,8.9,6.7,8.9,10,9.5,6.7,9.5,9.5,8.9,10,10,10,10,9.5,NA,8.9,9.5,9.5,6.2,10,NA,8.9,9.5,NA,8.9,9.5,8.9,9.5,9.5,9.5,6.7,9.5,9.5,8.9,NA,9.5,9.5,10,NA,9.5,9.5,10,8.9,8.9,9.5,8.9,7.8,10,9.5,8.9,9.5,10,8.9,9.5,10,8.9,9.5,10,9.5,8.9,9.5,9.5,8.9,8.9,10,10,8.9,6.8,9.5,NA,9.5,8.9,6.7,9.5,NA,6.7,8.9,10,8.9,9.5,9.5,9.5,7.3,9.5,8.9,10,9.5,NA,9.5,8.9,8.9,10,8.9,9.5,9.5,9.5,9.5,9.5,8.9,9.5,10,10,8.9,NA,8.9,9.5,9.5,8.9,NA,NA,9.5,9.5,8.9,9.5,9.5,9.5,9.5,9.5,10,8.9,9.5,9.5,NA,NA
"6","F","287.9149/0.873","287.9149/0.873",287.9149,0.873,2529956.862,2268.405484,2132.971127,2299.213108,1691730.338,1628955.406,1899273.819,2277918.695,1624494.296,2364498.451,2314472.016,2237945.546,2088763.241,1820320.715,2411051.079,2224848.376,1765458.3,1963230.346,2150980.035,2282808.967,1842863.622,2179438.574,2570243.518,2297057.452,1883705.772,1706158.307,2539657.585,2501256.39,1824182.541,2026663.922,1757956.777,3016046.961,2431550.805,1858602.068,1867554.964,2259079.803,2839103.066,2123530.199,2584888.525,2354821.983,2441923.734,1824228.653,2462241.614,2723234.845,1833447.791,2498080.891,2410942.282,1722164.168,2106471.56,2465021.198,2218908.586,1811649.213,2727753.877,2425732.72,2243193.205,2272505.188,2228453.267,2455705.853,2139929.98,1747592.656,2148408.526,2921021.53,3386160.69,2645168.725,2625632.221,2693376.478,2776703.331,2483265.998,2176821.284,2749503.936,2864152.866,2469110.088,2715858.526,2789934.796,2502511.557,1912563.93,1892341.871,2128043.262,2568976.615,2899102.425,2569820.793,2777116.684,2653363.129,2736827.025,2641590.935,2464014.536,3136264.61,2697929.269,2835581.839,2601647.804,2574818.845,2536655.725,1687112.799,2045950.32,2876316.243,2700689.412,2505920.168,2763314.711,2814609.103,2380934.117,3071426.54,2380709.285,2988926.587,3474926.647,3074042.209,2333838.65,3021978.902,2464636.497,1690340.117,2392377.248,2114900.377,2293793.023,2878670.107,2549677.231,2295169.541,2496077.421,2622037.552,1723128.025,2116576.725,2856536.169,2353517.656,2548429.424,2785912.764,2636875.128,3079211.953,2704692.786,2544791.786,1865632.664,2490646.964,2235293.812,2067362.649,2166710.182,2158218.116,1634039.928,1252310.453,2148512.085,2243626.384,2102037.557,1134540.307,2407614.463,2465711.19,2054174.74,1519797.439,2128427.749,2067368.985,2087181.9,2025246.794,1631423.103,2170452.619,1710975.32,1642706.604,1965221.367,1633409.248,1586690.315,86749.23385,9977.956848,NA,NA,NA,NA,7.3,NA,NA,5.7,7.3,7.8,NA,7.3,7.3,9.5,7.8,7.3,8.9,9.5,8.9,8.4,7.8,6.7,7.8,7.8,7.8,NA,NA,8.9,7.8,8.9,7.8,6.2,8.9,7.8,9.5,7.8,7.8,7.3,8.9,8.9,8.9,6.7,8.9,7.3,6.7,8.9,NA,8.9,7.3,6.7,7.3,6.7,6.7,8.9,7.8,7.3,8.9,8.4,7.8,7.3,7.3,6.2,7.3,7.8,8.9,8.9,8.4,6.7,8.9,7.8,6.7,9.5,5.1,7.8,7.3,9.5,7.3,9.5,5.7,NA,8.9,8.9,8.9,8.9,6.7,7.8,8.9,8.9,8.9,9.5,7.8,7.8,NA,6.7,5.7,9.5,7.3,7.3,9.5,7.3,6.2,7.3,9.5,7.8,9.5,7.3,6.7,NA,8.9,8.9,6.7,7.8,9.5,9.5,7.3,8.9,8.9,7.3,8.9,NA,8.9,9.5,9.5,7.8,7.3,7.3,7.3,8.9,9.5,8.9,8.9,9.5,10,NA,8.9,6.7,8.9,NA,8.9,8.9,7.8,NA,9.5,NA,7.8,8.9,8.9,7.3,8.9,7.8,10,7.3,8.9,7.8,8.5,NA
"7","F","219.92746/0.872","219.92746/0.872",219.92746,0.872,2522748.528,2528.986415,21002.59864,2566.679284,1596946.338,1556217.408,2044937.321,2431855.319,1627456.033,2466423.348,2455112.867,2288661.347,2085062.843,1865745.115,2582327.68,2422712.486,1824644.631,2026743.767,2346644.46,2414065.112,1776612.639,2280786.373,2843528.303,2444389.99,1975917.923,1890114.756,2645665.914,2840720.246,1913207.538,2021356.559,1831516.839,3032901.034,2494181.937,1926582.764,1921377.219,2286423.24,2795365.389,2107847.946,2595470.437,2455897.497,2737249.63,2001124.672,2627518.726,2944100.585,1839980.049,2749439.823,2610933.63,1697492.216,2195151.25,2585515.772,2288140.534,1863787.964,2710535.32,2501768.731,2467046.888,2263731.709,2257058.613,2587026.484,2221860.41,1817045.904,2179251.809,3057119.212,3755592.394,2810388.904,2812941.207,2951317.062,2928093.398,2578552.886,2252825.464,2961104.859,3206143.549,2652821.567,2732062.243,2789312.504,2541684.406,2021251.851,1889621.889,2022163.274,2840874.567,3143610.946,2906314.076,2870309.436,3015373.136,3113359.617,2741278.067,2622337.657,3352670.647,2968917.153,3106969.549,2803272.572,2860934.975,2792576.416,1833803.153,2080816.118,3156403.118,2922000.937,2680119.274,2876880.458,3096646.356,2628811.749,3327136.35,2623434.231,3103884.798,3694268.284,3307120.131,2404268.806,3173178.514,2138651.869,1700924.297,2488730.776,2016406.756,2575405.508,2915688.492,2793849.565,2376485.529,2748964.671,2805439.456,1766242.418,2134740.747,3088510.062,2628301.916,2845174.894,2950291.698,2954373.99,3205397.6,2724401.327,2803720.597,1811974.515,2649046.451,2327738.658,2145052.857,2231738.412,2354853.512,1680639.642,1265704.079,2183045.332,2403362.529,2236314.946,2190443.371,2541704.715,2554748.732,1961919.85,1563754.872,2218622.16,2211381.118,2219784.592,2088458.186,1583150.602,2243542.341,1772197.471,1628426.304,2083019.415,1594938.143,1612799.849,167115.9446,65505.75253,7.3,NA,NA,NA,7.3,8.9,8.9,6.2,7.3,6.7,7.3,6.2,7.8,8.9,NA,6.7,7.8,8.9,7.8,7.8,5.1,7.8,7.8,7.8,7.8,3.5,NA,6.2,8.4,8.9,6.2,6.7,8.9,7.3,9.5,7.8,6.7,6.7,8.9,7.8,7.3,5.1,7.8,7.3,7.3,8.9,5.1,8.9,7.3,6.7,7.3,6.2,7.3,8.9,7.3,6.7,NA,7.3,8.9,6.7,7.3,5.1,8.4,7.3,8.4,8.9,7.3,6.2,8.9,7.3,7.8,8.9,6.7,7.3,7.3,9.5,7.3,9.5,6.2,7.3,8.9,7.8,8.9,7.8,6.2,6.7,8.4,8.9,8.9,9.5,7.3,7.8,7.3,6.2,6.2,9.5,6.2,7.3,9.5,7.3,8.9,7.3,8.9,7.3,9.5,7.3,6.7,NA,7.8,7.8,6.7,7.8,8.4,9.5,7.8,8.9,8.9,6.7,8.9,6.7,8.9,9.5,7.8,7.3,NA,7.3,7.8,8.9,7.8,8.9,7.3,8.9,8.9,6.7,8.9,5.7,8.9,7.8,8.4,7.3,6.2,7.3,8.9,7.3,6.2,8.9,8.9,7.8,8.4,7.8,9.5,7.8,7.3,7.8,NA,NA
